Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Driver of three-wheeled motor vehicle injured in collision with other motor vehicles in traffic accident, sequela",V3949XS,V3949XS,,Yes,
"Salter-Harris Type II physeal fracture of upper end of radius, right arm, initial encounter for closed fracture",S59121A,S59121A,,Yes,
"Unspecified injury of muscle(s) and tendon(s) of peroneal muscle group at lower leg level, right leg, sequela",S86301S,S86301S,,Yes,
"Laceration with foreign body of unspecified external genital organs, male, subsequent encounter",S31521D,S31521D,,Yes,
"Nondisplaced fracture of body of hamate [unciform] bone, unspecified wrist, subsequent encounter for fracture with delayed healing",S62146G,S62146G,,Yes,
Insufficient sleep syndrome,F5112,F5112,,Yes,
"Unspecified foreign body in trachea causing asphyxiation, subsequent encounter",T17400D,T17400D,,Yes,
"Supervision of pregnancy with history of molar pregnancy, unspecified trimester",O09A0,O09A0,,Yes,
"Displaced oblique fracture of shaft of right tibia, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82231C,S82231C,,Yes,
"Unspecified nondisplaced fracture of fifth cervical vertebra, initial encounter for closed fracture",S12401A,S12401A,,Yes,
"Derangement of unspecified meniscus due to old tear or injury, right knee",M23206,M23206,,Yes,
"Other injury of other specified muscles, fascia and tendons at thigh level, unspecified thigh, sequela",S76899S,S76801S,,No,
"Chronic lung allograft dysfunction, unspecified",J4A9,J4A9,,Yes,
"Laceration of rectum, sequela",S3663XS,S3663XS,,Yes,
"Jumping or diving into other water striking wall causing other injury, initial encounter",W16832A,W16832A,,Yes,
Bursitis of unspecified shoulder,M7550,M7550,,Yes,
"Military operations involving rubber bullets, civilian, sequela",Y37411S,Y37411S,,Yes,
"Toxic effect of carbon monoxide from motor vehicle exhaust, assault, sequela",T5803XS,T5803XS,,Yes,
"Pedestrian on foot injured in collision with heavy transport vehicle or bus, unspecified whether traffic or nontraffic accident, initial encounter",V0490XA,V0490XA,,Yes,
"Poisoning by unspecified psychotropic drug, intentional self-harm, sequela",T4392XS,T4392XS,,Yes,
"Unspecified physeal fracture of phalanx of right toe, subsequent encounter for fracture with routine healing",S99201D,S99201D,,Yes,
"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S52362J,S52362J,,Yes,
"Maternal care for abnormalities of the fetal heart rate or rhythm, second trimester, fetus 2",O368322,O368322,,Yes,
"Other fracture of right great toe, subsequent encounter for fracture with delayed healing",S92491G,S92491G,,Yes,
"Laceration without foreign body, left knee, initial encounter",S81012A,S81012A,,Yes,
"Complete traumatic amputation of unspecified lower leg, level unspecified, initial encounter",S88919A,S88919A,,Yes,
"Explosion and rupture of other gas cylinder, initial encounter",W368XXA,W368XXA,,Yes,
"Toxic effect of unspecified snake venom, undetermined, initial encounter",T63004A,T63004A,,Yes,
"Other specified disorders of cartilage, shoulder",M948X1,M948X1,,Yes,
"Dislocation of midcarpal joint of left wrist, sequela",S63035S,S63035S,,Yes,
Opioid abuse with intoxication delirium,F11121,F11121,,Yes,
"Multiple fractures of ribs, unspecified side, sequela",S2249XS,S2249XS,,Yes,
"Foreign body in left ear, initial encounter",T162XXA,T162XXA,,Yes,
Mixed simple and mucopurulent chronic bronchitis,J418,J418,,Yes,
"Other specified injury of long flexor muscle, fascia and tendon of left thumb at wrist and hand level, subsequent encounter",S66092D,S66092D,,Yes,
"Other injury of other extensor muscle, fascia and tendon at forearm level, right arm, sequela",S56591S,S56591S,,Yes,
"Other specified injury of axillary artery, left side, initial encounter",S45092A,S45092A,,Yes,
"Ulnohumeral (joint) sprain of left elbow, initial encounter",S53422A,S53422A,,Yes,
Unspecified viral hepatitis C with hepatic coma,B1921,B1921,,Yes,
Swimming-pool of other non-institutional residence as the place of occurrence of the external cause,Y92095,Y92095,,Yes,
"Displaced fracture of left ulna styloid process, initial encounter for open fracture type IIIA, IIIB, or IIIC",S52612C,S52612C,,Yes,
"Nondisplaced fracture of medial condyle of left femur, sequela",S72435S,S72435S,,Yes,
"Person on outside of car injured in collision with pedestrian or animal in nontraffic accident, sequela",V402XXS,V402XXS,,Yes,
Other congenital malformation of penis,Q5569,Q5569,,Yes,
"Displaced other extraarticular fracture of left calcaneus, initial encounter for closed fracture",S92052A,S92052A,,Yes,
"Stable burst fracture of third thoracic vertebra, initial encounter for open fracture",S22031B,S22031B,,Yes,
"Passenger in heavy transport vehicle injured in noncollision transport accident in traffic accident, subsequent encounter",V686XXD,V686XXD,,Yes,
"Nondisplaced fracture of anterior process of right calcaneus, initial encounter for open fracture",S92024B,S92024B,,Yes,
"Blister (nonthermal) of unspecified external genital organs, female, initial encounter",S30826A,S30826A,,Yes,
"Corrosion of second degree of right knee, subsequent encounter",T24621D,T24621D,,Yes,
"Pre-existing hypertensive heart disease complicating pregnancy, second trimester",O10112,O10112,,Yes,
"Other injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, right arm, initial encounter",S46991A,S46991A,,Yes,
"Traumatic subdural hemorrhage without loss of consciousness, sequela",S065X0S,S065X0S,,Yes,
"Contusion of lung, unspecified, subsequent encounter",S27329D,S27329D,,Yes,
"Subluxation of distal radioulnar joint of right wrist, initial encounter",S63011A,S63011A,,Yes,
"Corrosion of first degree of back of left hand, initial encounter",T23562A,T23562A,,Yes,
"Fibrous dysplasia (monostotic), unspecified shoulder",M85019,M85019,,Yes,
"Other calcification of muscle, left upper arm",M61422,M61422,,Yes,
"Corrosion of third degree of multiple sites of head, face, and neck, subsequent encounter",T2079XD,T2079XD,,Yes,
"Other intraarticular fracture of lower end of right radius, subsequent encounter for open fracture type I or II with nonunion",S52571M,S52571M,,Yes,
"Other disorders of continuity of bone, unspecified ankle and foot",M84879,M84879,,Yes,
Congenital absence of bladder and urethra,Q645,Q645,,Yes,
"Fall on board merchant ship, sequela",V9330XS,V9330XS,,Yes,
"Puncture wound without foreign body of vagina and vulva, subsequent encounter",S3143XD,S3143XD,,Yes,
"Laceration without foreign body of nose, initial encounter",S0121XA,S0121XA,,Yes,
"Nondisplaced fracture of shaft of unspecified metacarpal bone, sequela",S62359S,S62359S,,Yes,
"Displaced fracture of medial malleolus of right tibia, subsequent encounter for open fracture type I or II with delayed healing",S8251XH,S8251XH,,Yes,
"Underdosing of tramadol, subsequent encounter",T40426D,T40426D,,Yes,
"Unspecified fracture of unspecified lower leg, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S8290XJ,S8290XJ,,Yes,
"Corrosion of unspecified degree of chest wall, subsequent encounter",T2141XD,T2141XD,,Yes,
"Other fractures of lower end of unspecified radius, subsequent encounter for open fracture type I or II with malunion",S52599Q,S52599Q,,Yes,
"Insect bite (nonvenomous) of right forearm, subsequent encounter",S50861D,S50861D,,Yes,
"Nondisplaced segmental fracture of shaft of humerus, left arm, initial encounter for open fracture",S42365B,S42365B,,Yes,
"Other spondylosis, cervical region",M47892,M47892,,Yes,
"Unspecified fracture of unspecified lower leg, subsequent encounter for closed fracture with malunion",S8290XP,S8290XP,,Yes,
"Pedestrian on roller-skates injured in collision with two- or three-wheeled motor vehicle in nontraffic accident, subsequent encounter",V0201XD,V0201XD,,Yes,
"Chronic osteomyelitis with draining sinus, unspecified humerus",M86429,M86429,,Yes,
"Laceration without foreign body of right ear, sequela",S01311S,S01311S,,Yes,
"Pathological fracture, right hand, subsequent encounter for fracture with routine healing",M84441D,M84441D,,Yes,
Gallstone ileus,K563,K563,,Yes,
"Subacute osteomyelitis, left shoulder",M86212,M86212,,Yes,
"Poisoning by other psychotropic drugs, assault, subsequent encounter",T438X3D,T438X3D,,Yes,
"Exudative retinopathy, right eye",H35021,H35021,,Yes,
"Activity, swimming",Y9311,Y9311,,Yes,
"Spermatocele of epididymis, multiple",N4342,N4342,,Yes,
"Collapsed vertebra, not elsewhere classified, thoracic region, sequela of fracture",M4854XS,M4854XS,,Yes,
"Displaced transcondylar fracture of unspecified humerus, initial encounter for closed fracture",S42473A,S42473A,,Yes,
"Poisoning by tetracyclic antidepressants, intentional self-harm, initial encounter",T43022A,T43022A,,Yes,
"Unspecified superficial injury of right hip, sequela",S70911S,S70911S,,Yes,
"Foreign body in other and multiple parts of external eye, unspecified eye, initial encounter",T1580XA,T1580XA,,Yes,
Neonatal aspiration of milk and regurgitated food without respiratory symptoms,P2430,P2430,,Yes,
"Strain of intrinsic muscle, fascia and tendon of right middle finger at wrist and hand level, subsequent encounter",S66512D,S66512D,,Yes,
"Encounter for antenatal screening, unspecified",Z369,Z369,,Yes,
"Displaced comminuted fracture of shaft of left tibia, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S82252R,S82252R,,Yes,
"Poisoning by unspecified systemic anti-infective and antiparasitics, accidental (unintentional), subsequent encounter",T3791XD,T3791XD,,Yes,
"Multiple fractures of ribs, right side, subsequent encounter for fracture with nonunion",S2241XK,S2241XK,,Yes,
"Open bite of trachea, initial encounter",S11025A,S11025A,,Yes,
"Priapism, drug-induced",N4833,N4833,,Yes,
"Other specified injury of right Achilles tendon, sequela",S86091S,S86091S,,Yes,
"Other injury of unspecified muscle, fascia and tendon at shoulder and upper arm level, unspecified arm, subsequent encounter",S46999D,S46991D,,No,
"Unspecified fracture of lower end of right humerus, subsequent encounter for fracture with routine healing",S42401D,S42401D,,Yes,
Neonatal aspiration of (clear) amniotic fluid and mucus with respiratory symptoms,P2411,P2411,,Yes,
"Unspecified superficial injury of unspecified wrist, initial encounter",S60919A,S60919A,,Yes,
"Salter-Harris Type III physeal fracture of phalanx of right toe, subsequent encounter for fracture with routine healing",S99231D,S99231D,,Yes,
"Animal-rider injured in other transport accident, sequela",V80918S,V80918S,,Yes,
"Other fracture of right great toe, subsequent encounter for fracture with nonunion",S92491K,S92491K,,Yes,
"Other calcification of muscle, unspecified shoulder",M61419,M61419,,Yes,
"Unspecified injury of right renal artery, subsequent encounter",S35401D,S35401D,,Yes,
"Unspecified injury of muscle, fascia and tendon at neck level, sequela",S169XXS,S169XXS,,Yes,
"Burn of second degree of unspecified palm, sequela",T23259S,T23259S,,Yes,
"Maternal care for known or suspected placental insufficiency, unspecified trimester, fetus 5",O365195,O365195,,Yes,
"Displaced oblique fracture of shaft of unspecified radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",S52333C,S52333C,,Yes,
"Toxic effect of contact with venomous frog, undetermined, initial encounter",T63814A,T63814A,,Yes,
Do not resuscitate,Z66,Z66,,Yes,
"Other osteoporosis with current pathological fracture, left pelvis, initial encounter for fracture",M808B2A,M808B2A,,Yes,
"Broken internal left knee prosthesis, initial encounter",T84013A,T84013A,,Yes,
"Pedestrian on standing electric scooter injured in collision with two- or three-wheeled motor vehicle in traffic accident, subsequent encounter",V02131D,V02131D,,Yes,
"Toxic effect of venom of other reptiles, intentional self-harm, sequela",T63192S,T63192S,,Yes,
"Poisoning by skeletal muscle relaxants [neuromuscular blocking agents], undetermined, sequela",T481X4S,T481X4S,,Yes,
"Displaced fracture of left ulna styloid process, initial encounter for open fracture type I or II",S52612B,S52612B,,Yes,
"Obstruction due to foreign body accidentally left in body following injection or immunization, initial encounter",T81523A,T81523A,,Yes,
"Sprain of anterior cruciate ligament of right knee, sequela",S83511S,S83511S,,Yes,
"Unspecified occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle in traffic accident, sequela",V629XXS,V629XXS,,Yes,
"Accidental malfunction from unspecified firearms or gun, sequela",W3410XS,W3410XS,,Yes,
"Infection and inflammatory reaction due to internal fixation device of left ulna, sequela",T84615S,T84615S,,Yes,
Other specified transitory neonatal endocrine disorders,P728,P728,,Yes,
"Unspecified focal chorioretinal inflammation, unspecified eye",H30009,H30009,,Yes,
Japanese encephalitis,A830,A830,,Yes,
"Underdosing of smallpox vaccines, sequela",T50B16S,T50B16S,,Yes,
"Nondisplaced fracture of medial condyle of unspecified tibia, subsequent encounter for closed fracture with nonunion",S82136K,S82136K,,Yes,
"Obesity complicating pregnancy, first trimester",O99211,O99211,,Yes,
"LeFort III fracture, initial encounter for open fracture",S02413B,S02413B,,Yes,
"Displaced fracture of lesser trochanter of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72121J,S72121N,,No,
"Dislocation of T5/T6 thoracic vertebra, sequela",S23133S,S23133S,,Yes,
"Asphyxiation due to hanging, undetermined, initial encounter",T71164A,T71164A,,Yes,
"Displaced Maisonneuve's fracture of right leg, subsequent encounter for open fracture type I or II with nonunion",S82861M,S82861M,,Yes,
"Exposure to melting of other clothing and apparel, subsequent encounter",X063XXD,X063XXD,,Yes,
"Traumatic compartment syndrome of left upper extremity, subsequent encounter",T79A12D,T79A12D,,Yes,
"Other osteoporosis with current pathological fracture, right forearm, subsequent encounter for fracture with delayed healing",M80831G,M80831G,,Yes,
"Laceration without foreign body of unspecified cheek and temporomandibular area, sequela",S01419S,S01419S,,Yes,
"Other nondisplaced fracture of upper end of unspecified humerus, initial encounter for closed fracture",S42296A,S42296A,,Yes,
"Burn of esophagus, sequela",T281XXS,T281XXS,,Yes,
Unspecified complication of other transplanted tissue,T86899,T86899,,Yes,
"Severely displaced Zone III fracture of sacrum, subsequent encounter for fracture with delayed healing",S32132G,S32132G,,Yes,
"Spontaneous rupture of flexor tendons, right thigh",M66351,M66351,,Yes,
"Separation of muscle (nontraumatic), unspecified hand",M62049,M62049,,Yes,
"Poisoning by synthetic cannabinoids, intentional self-harm, sequela",T40722S,T40722S,,Yes,
"Displaced transverse fracture of shaft of right ulna, subsequent encounter for open fracture type I or II with delayed healing",S52221H,S52221H,,Yes,
"Other fish poisoning, intentional self-harm, initial encounter",T61772A,T61772A,,Yes,
"Other specified disorders of bone, unspecified site",M898X9,M898X9,,Yes,
"Anterior subluxation of unspecified radial head, sequela",S53013S,S53013S,,Yes,
Other osteonecrosis of right ulna,M87834,M87834,,Yes,
"Pathological fracture, right ankle, subsequent encounter for fracture with routine healing",M84471D,M84471D,,Yes,
"Displaced fracture of left tibial tuberosity, initial encounter for open fracture type IIIA, IIIB, or IIIC",S82152C,S82152C,,Yes,
"Unspecified injury of neck, initial encounter",S199XXA,S199XXA,,Yes,
"Displaced fracture of posterior wall of unspecified acetabulum, initial encounter for open fracture",S32423B,S32423B,,Yes,
Accessory breast,Q831,Q831,,Yes,
"Anaphylactic shock, unspecified, sequela",T782XXS,T782XXS,,Yes,
"Unspecified physeal fracture of lower end of left fibula, initial encounter for closed fracture",S89302A,S89302A,,Yes,
"Laceration with foreign body of unspecified cheek and temporomandibular area, sequela",S01429S,S01429S,,Yes,
"Displaced fracture of lateral malleolus of right fibula, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S8261XJ,S8261XJ,,Yes,
"Unspecified electric (assisted) bicycle rider injured in noncollision transport accident in nontraffic accident, subsequent encounter",V2821XD,V2821XD,,Yes,
"Other effects of vibration, initial encounter",T7529XA,T7529XA,,Yes,
Other lower urinary tract calculus,N218,N218,,Yes,
"Explosion on board sailboat, initial encounter",V9354XA,V9354XA,,Yes,
"Acute serous otitis media, unspecified ear",H6500,H6500,,Yes,
"Other traumatic nondisplaced spondylolisthesis of second cervical vertebra, sequela",S12151S,S12151S,,Yes,
"Displaced fracture of anterior process of right calcaneus, subsequent encounter for fracture with nonunion",S92021K,S92021K,,Yes,
"Chronic embolism and thrombosis of axillary vein, bilateral",I82A23,I82A23,,Yes,
"Retinopathy of prematurity, stage 3, left eye",H35142,H35142,,Yes,
"Nondisplaced fracture of pisiform, unspecified wrist, subsequent encounter for fracture with delayed healing",S62166G,S62166G,,Yes,
"Toxic effect of herbicides and fungicides, intentional self-harm, sequela",T603X2S,T603X2S,,Yes,
"Crushing injury of unspecified great toe, initial encounter",S97119A,S97119A,,Yes,
"Toxic effect of unspecified corrosive substance, assault, subsequent encounter",T5493XD,T5493XD,,Yes,
"Other fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with nonunion",S52091M,S52091M,,Yes,
"Other mechanical complication of internal fixation device of left humerus, initial encounter",T84191A,T84191A,,Yes,
"Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, initial encounter for closed fracture",S72463A,S72463A,,Yes,
Atherosclerosis of native arteries of left leg with ulceration of thigh,I70241,I70241,,Yes,
Other specified diseases and conditions complicating childbirth,O99892,O99892,,Yes,
"Unspecified nondisplaced fracture of surgical neck of unspecified humerus, subsequent encounter for fracture with malunion",S42216P,S42216P,,Yes,
Hemiplegia and hemiparesis following other nontraumatic intracranial hemorrhage affecting right dominant side,I69251,I69251,,Yes,
"Myositis ossificans progressiva, other site",M6118,M6118,,Yes,
Dyslexia and alexia,R480,R480,,Yes,
"Displaced longitudinal fracture of right patella, subsequent encounter for closed fracture with malunion",S82021P,S82021P,,Yes,
Long term (current) use of antimetabolite agent,Z79631,Z79631,,Yes,
Atherosclerosis of nonbiological bypass graft(s) of the right leg with ulceration of ankle,I70633,I70633,,Yes,
Sacral spina bifida with hydrocephalus,Q053,Q053,,Yes,
Cerebral infarction due to unspecified occlusion or stenosis of basilar artery,I6322,I6322,,Yes,
Ancylostomiasis,B760,B760,,Yes,
"Burn of first degree of unspecified thigh, initial encounter",T24119A,T24119A,,Yes,
"Rheumatoid arthritis without rheumatoid factor, unspecified ankle and foot",M06079,M06079,,Yes,
"Type I occipital condyle fracture, unspecified side, subsequent encounter for fracture with routine healing",S02110D,S02110D,,Yes,
Observation and evaluation of newborn for suspected infectious condition ruled out,Z051,Z051,,Yes,
"Unspecified injury of superficial palmar arch of right hand, initial encounter",S65201A,S65201A,,Yes,
Birth injury to femur,P132,P132,,Yes,
"Laceration without foreign body of unspecified great toe without damage to nail, subsequent encounter",S91113D,S91113D,,Yes,
"Insect bite (nonvenomous), left lower leg, subsequent encounter",S80862D,S80862D,,Yes,
"Laceration of other part of small intestine, initial encounter",S36438A,S36438A,,Yes,
"Other specified injury of superficial vein at shoulder and upper arm level, unspecified arm, initial encounter",S45399A,S45399A,,Yes,
"Nondisplaced supracondylar fracture without intracondylar extension of lower end of left femur, subsequent encounter for closed fracture with malunion",S72455P,S72455K,,No,
"Plastic jewelry entering into or through a natural orifice, initial encounter",W44B4XA,W44B4XA,,Yes,
"Unspecified fracture of T5-T6 vertebra, initial encounter for open fracture",S22059B,S22059B,,Yes,
"Major laceration of right carotid artery, sequela",S15021S,S15021S,,Yes,
Other specified disorders of choroid,H318,H318,,Yes,
"Unspecified fracture of lower end of unspecified tibia, subsequent encounter for closed fracture with delayed healing",S82309G,S82309G,,Yes,
"Driver of heavy transport vehicle injured in collision with other nonmotor vehicle in traffic accident, initial encounter",V665XXA,V665XXA,,Yes,
Encounter for planned postprocedural wound closure,Z481,Z481,,Yes,
Other specified abnormal uterine and vaginal bleeding,N938,N938,,Yes,
"Poisoning by insulin and oral hypoglycemic [antidiabetic] drugs, intentional self-harm, initial encounter",T383X2A,T383X2A,,Yes,
Elephantiasis of right upper eyelid,H02851,H02851,,Yes,
"Dislocation of unspecified interphalangeal joint of left little finger, sequela",S63277S,S63277S,,Yes,
Cellulitis of umbilicus,L03316,L03316,,Yes,
Aneurysm of vertebral artery,I726,I726,,Yes,
"Laceration without foreign body of left breast, sequela",S21012S,S21012S,,Yes,
"Arthropathies in other specified diseases classified elsewhere, unspecified knee",M14869,M14869,,Yes,
"Sprain of interphalangeal joint of unspecified toe(s), initial encounter",S93519A,S93519A,,Yes,
"Intentional self-harm by knife, subsequent encounter",X781XXD,X781XXD,,Yes,
"Other specified intracranial injury with loss of consciousness of 30 minutes or less, initial encounter",S06891A,S06891A,,Yes,
"Infective myositis, left thigh",M60052,M60052,,Yes,
"Chronic follicular conjunctivitis, bilateral",H10433,H10433,,Yes,
Dining room in prison as the place of occurrence of the external cause,Y92141,Y92141,,Yes,
"Dislocation of metatarsophalangeal joint of right lesser toe(s), sequela",S93124S,S93124S,,Yes,
"Alcohol abuse with alcohol-induced psychotic disorder, unspecified",F10159,F10159,,Yes,
"Burn of unspecified degree of unspecified site of unspecified lower limb, except ankle and foot, subsequent encounter",T24009D,T24009D,,Yes,
"Intentional self-harm by other sharp object, initial encounter",X788XXA,X788XXA,,Yes,
"Superficial frostbite of right arm, initial encounter",T3341XA,T3341XA,,Yes,
"Sector or arcuate defects, right eye",H53431,H53431,,Yes,
Varicose veins of left lower extremity with both ulcer of ankle and inflammation,I83223,I83223,,Yes,
"Unspecified open wound of left elbow, initial encounter",S51002A,S51002A,,Yes,
Isomerism of atrial appendages,Q206,Q206,,Yes,
"Other specific arthropathies, not elsewhere classified, left hand",M12842,M12842,,Yes,
"Electric (assisted) bicycle driver injured in collision with fixed or stationary object in nontraffic accident, initial encounter",V2701XA,V2701XA,,Yes,
"Other physeal fracture of upper end of unspecified tibia, subsequent encounter for fracture with nonunion",S89099K,S89099K,,Yes,
Neonatal melena,P541,P541,,Yes,
"Pedal cycle driver injured in noncollision transport accident in traffic accident, subsequent encounter",V184XXD,V184XXD,,Yes,
"Osteopathy in diseases classified elsewhere, right forearm",M90831,M90831,,Yes,
"Displaced fracture of body of scapula, left shoulder, initial encounter for open fracture",S42112B,S42112B,,Yes,
"Toxic effect of harmful algae and algae toxins, intentional self-harm, initial encounter",T65822A,T65822A,,Yes,
"Displaced fracture of right radial styloid process, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing",S52511F,S52511F,,Yes,
"Kaschin-Beck disease, right wrist",M12131,M12131,,Yes,
"Contusion, laceration, and hemorrhage of brainstem with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",S06383D,S06383D,,Yes,
"Other specific arthropathies, not elsewhere classified, unspecified knee",M12869,M12869,,Yes,
"Parastomal hernia with obstruction, without gangrene",K433,K435,,No,
"Forced landing of spacecraft injuring occupant, sequela",V9542XS,V9542XS,,Yes,
"Laceration of other flexor muscle, fascia and tendon at forearm level, unspecified arm, initial encounter",S56229A,S56229A,,Yes,
"Contact with contaminated hypodermic needle, initial encounter",W461XXA,W461XXA,,Yes,
"Burn of second degree of left palm, initial encounter",T23252A,T23252A,,Yes,
"Nondisplaced fracture of right radial styloid process, sequela",S52514S,S52514S,,Yes,
"Unspecified superficial injuries of left back wall of thorax, initial encounter",S20402A,S20402A,,Yes,
"Salter-Harris Type II physeal fracture of upper end of radius, left arm, subsequent encounter for fracture with malunion",S59122P,S59122P,,Yes,
"Pedal cyclist (driver) (passenger) injured in transport accident with military vehicle, subsequent encounter",V1981XD,V1981XD,,Yes,
"Displaced fracture of triquetrum [cuneiform] bone, right wrist, subsequent encounter for fracture with delayed healing",S62111G,S62111G,,Yes,
