Diagnosis Description,Reference Code,Retrieve-Rank,Vanilla GPT-3.5-turbo,Retrieve-Rank Match,Vanilla GPT-3.5 turbo match
"Displaced fracture of lateral condyle of left femur, subsequent encounter for open fracture type I or II with malunion",S72422Q,S72422Q,,Yes,
Respiratory arrest,R092,R092,,Yes,
"Open bite, unspecified foot, sequela",S91359S,S91359S,,Yes,
Colostomy hemorrhage,K9401,K9401,,Yes,
"Ankylosis, unspecified shoulder",M24619,M24619,,Yes,
"Toxic effect of corrosive acids and acid-like substances, assault, initial encounter",T542X3A,T542X3A,,Yes,
"Nondisplaced fracture of middle phalanx of left index finger, subsequent encounter for fracture with malunion",S62651P,S62651P,,Yes,
"Legal intervention involving other sharp objects, bystander injured, initial encounter",Y35492A,Y35492A,,Yes,
"Other physeal fracture of unspecified calcaneus, initial encounter for closed fracture",S99099A,S99099A,,Yes,
"Torus fracture of lower end of left fibula, initial encounter for closed fracture",S82822A,S82822A,,Yes,
"External constriction, unspecified knee, subsequent encounter",S80249D,S80249D,,Yes,
"Partial traumatic amputation of right hand at wrist level, initial encounter",S68421A,S68421A,,Yes,
"Toxic effect of ingested berries, undetermined, sequela",T621X4S,T621X4S,,Yes,
Elevated cancer antigen 125 [CA 125],R971,R971,,Yes,
"Occupant of streetcar injured in collision with or hit by rolling stock, subsequent encounter",V822XXD,V822XXD,,Yes,
"Maternal care for Anti-A sensitization, unspecified trimester, fetus 1",O361191,O361191,,Yes,
"Myalgia, other site",M7918,M7918,,Yes,
"Idiopathic chronic gout, left wrist, with tophus (tophi)",M1A0321,M1A0321,,Yes,
"Puncture wound without foreign body of unspecified lesser toe(s) without damage to nail, subsequent encounter",S91136D,S91136D,,Yes,
"Other pre-existing diabetes mellitus in pregnancy, third trimester",O24813,O24813,,Yes,
"Drowning and submersion due to being washed overboard from other powered watercraft, initial encounter",V9223XA,V9223XA,,Yes,
"Nondisplaced fracture of intermediate cuneiform of left foot, sequela",S92235S,S92235S,,Yes,
Corrosions involving 80-89% of body surface with 80-89% third degree corrosion,T3288,T3288,,Yes,
"Displaced fracture of proximal phalanx of left thumb, subsequent encounter for fracture with delayed healing",S62512G,S62512G,,Yes,
"Displaced supracondylar fracture with intracondylar extension of lower end of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S72463N,S72463N,,Yes,
"Displaced segmental fracture of shaft of radius, left arm, subsequent encounter for closed fracture with routine healing",S52362D,S52362D,,Yes,
"Poisoning by other vaccines and biological substances, assault, initial encounter",T50Z93A,T50Z93A,,Yes,
"Maternal care for unstable lie, fetus 5",O320XX5,O320XX5,,Yes,
"Postdysenteric arthropathy, left knee",M02162,M02162,,Yes,
"Other superficial bite of left great toe, sequela",S90472S,S90472S,,Yes,
Idiopathic acute pancreatitis with infected necrosis,K8502,K8502,,Yes,
"Peripheral pterygium, progressive, bilateral",H11053,H11053,,Yes,
"Undescended testicle, unspecified",Q539,Q539,,Yes,
"Toxic effect of venom of other arthropod, accidental (unintentional), subsequent encounter",T63481D,T63481D,,Yes,
"Displaced other extraarticular fracture of right calcaneus, sequela",S92051S,S92051S,,Yes,
"Toxic effect of contact with other jellyfish, assault, initial encounter",T63623A,T63623A,,Yes,
"Displaced comminuted fracture of shaft of humerus, unspecified arm, initial encounter for open fracture",S42353B,S42353B,,Yes,
"Other fracture of lower end of left femur, initial encounter for open fracture type IIIA, IIIB, or IIIC",S72492C,S72492C,,Yes,
"Unspecified ovarian cyst, unspecified side",N83209,N83209,,Yes,
"Other osteoporosis with current pathological fracture, vertebra(e), subsequent encounter for fracture with routine healing",M8088XD,M8088XD,,Yes,
"Person boarding or alighting a car injured in collision with sport utility vehicle, sequela",V4341XS,V4341XS,,Yes,
"Other specified injuries of right lower leg, sequela",S8981XS,S8981XS,,Yes,
"Nondisplaced fracture of head of left radius, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion",S52125N,S52125N,,Yes,
Other melioidosis,A243,A243,,Yes,
"Puncture wound without foreign body of left middle finger without damage to nail, subsequent encounter",S61233D,S61233D,,Yes,
"Maternal care for other rhesus isoimmunization, second trimester, other fetus",O360929,O360929,,Yes,
"Laceration of other blood vessels at hip and thigh level, left leg, initial encounter",S75812A,S75812A,,Yes,
"Unspecified subluxation of unspecified finger, initial encounter",S63209A,S63209A,,Yes,
"Newborn affected by complication of labor and delivery, unspecified",P039,P039,,Yes,
"Nondisplaced transverse fracture of unspecified patella, initial encounter for open fracture type I or II",S82036B,S82036B,,Yes,
"Crohn's disease, unspecified, without complications",K5090,K5090,,Yes,
"Displaced fracture of hook process of hamate [unciform] bone, unspecified wrist, subsequent encounter for fracture with malunion",S62153P,S62153P,,Yes,
"Chronic mastoiditis, left ear",H7012,H7012,,Yes,
"Monoarthritis, not elsewhere classified, right wrist",M13131,M13131,,Yes,
Alzheimer's disease with late onset,G301,G301,,Yes,
"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, assault, subsequent encounter",T3993XD,T3993XD,,Yes,
"Unspecified superficial injury of unspecified hand, subsequent encounter",S60929D,S60929D,,Yes,
"Poisoning by unspecified nonopioid analgesic, antipyretic and antirheumatic, intentional self-harm, subsequent encounter",T3992XD,T3992XD,,Yes,
Cryptogenic organizing pneumonia,J84116,J84116,,Yes,
"Pressure ulcer of right ankle, stage 1",L89511,L89511,,Yes,
"Other injury of flexor muscle, fascia and tendon of right index finger at wrist and hand level, subsequent encounter",S66190D,S66190D,,Yes,
"Nondisplaced fracture of lower epiphysis (separation) of unspecified femur, subsequent encounter for closed fracture with malunion",S72446P,S72446P,,Yes,
Abnormal electro-oculogram [EOG],R94110,R94110,,Yes,
"Unspecified fracture of shaft of right fibula, initial encounter for open fracture type I or II",S82401B,S82401B,,Yes,
"Greenstick fracture of shaft of right ulna, subsequent encounter for fracture with nonunion",S52211K,S52211K,,Yes,
"Breakdown (mechanical) of other gastrointestinal prosthetic devices, implants and grafts, initial encounter",T85518A,T85518A,,Yes,
"Nondisplaced fracture of middle phalanx of left ring finger, subsequent encounter for fracture with nonunion",S62655K,S62655K,,Yes,
"Military operations, unspecified, subsequent encounter",Y3790XD,Y3790XD,,Yes,
Neonatal difficulty in feeding at breast,P925,P925,,Yes,
Stupor,R401,R401,,Yes,
"Personal history of in-situ neoplasm of oral cavity, esophagus and stomach",Z86003,Z86003,,Yes,
"Open bite of vocal cord, initial encounter",S11035A,S11035A,,Yes,
"Bucket-handle tear of unspecified meniscus, current injury, unspecified knee, initial encounter",S83202A,S83200A,,No,
"Maternal care for viable fetus in abdominal pregnancy, second trimester, other fetus",O3672X9,O3672X9,,Yes,
"Desmoid tumor, intraabdominal",D48114,D48114,,Yes,
"Abrasion of right shoulder, initial encounter",S40211A,S40211A,,Yes,
"Nondisplaced pilon fracture of left tibia, subsequent encounter for closed fracture with routine healing",S82875D,S82875D,,Yes,
"Person boarding or alighting a three-wheeled motor vehicle injured in noncollision transport accident, initial encounter",V384XXA,V384XXA,,Yes,
"Deep phlebothrombosis in pregnancy, second trimester",O2232,O2232,,Yes,
"Traumatic cerebral edema with loss of consciousness of 1 hour to 5 hours 59 minutes, subsequent encounter",S061X3D,S061X3D,,Yes,
"Posterior subluxation of right sternoclavicular joint, subsequent encounter",S43221D,S43221D,,Yes,
"Nondisplaced fracture of middle phalanx of right middle finger, subsequent encounter for fracture with routine healing",S62652D,S62652D,,Yes,
"Nondisplaced fracture of coronoid process of right ulna, subsequent encounter for open fracture type I or II with delayed healing",S52044H,S52044H,,Yes,
"Burn of unspecified degree of multiple sites of unspecified wrist and hand, initial encounter",T23099A,T23099A,,Yes,
Osteonecrosis due to previous trauma of left ulna,M87235,M87235,,Yes,
"Sprain of right coracohumeral (ligament), initial encounter",S43411A,S43411A,,Yes,
"Displaced fracture of medial cuneiform of right foot, subsequent encounter for fracture with malunion",S92241P,S92241P,,Yes,
Double pterygium of left eye,H11032,H11032,,Yes,
Malignant neoplasm of overlapping sites of floor of mouth,C048,C048,,Yes,
"Poisoning by other vaccines and biological substances, undetermined, subsequent encounter",T50Z94D,T50Z94D,,Yes,
"Unspecified injury of axillary or brachial vein, unspecified side, sequela",S45209S,S45201S,,No,
"Toxic effect of tetrachloroethylene, intentional self-harm, initial encounter",T533X2A,T533X2A,,Yes,
"Secondary infectious iridocyclitis, unspecified eye",H20039,H20039,,Yes,
"Bitten by pig, initial encounter",W5541XA,W5541XA,,Yes,
"Displaced comminuted fracture of shaft of humerus, unspecified arm, initial encounter for closed fracture",S42353A,S42353A,,Yes,
"Nondisplaced fracture of lesser tuberosity of left humerus, sequela",S42265S,S42265S,,Yes,
"Other fracture of fourth metacarpal bone, left hand, subsequent encounter for fracture with delayed healing",S62395G,S62395G,,Yes,
"Central retinal vein occlusion, unspecified eye, with retinal neovascularization",H348191,H348191,,Yes,
"Other meniscus derangements, unspecified medial meniscus, right knee",M23303,M23303,,Yes,
"Unspecified fracture of lower end of left tibia, subsequent encounter for closed fracture with malunion",S82302P,S82302P,,Yes,
"Toxic effect of formaldehyde, assault, sequela",T592X3S,T592X3S,,Yes,
"Continuing pregnancy after intrauterine death of one fetus or more, third trimester, other fetus",O3123X9,O3123X9,,Yes,
Malignant neoplasm of lower-inner quadrant of left female breast,C50312,C50312,,Yes,
"Machine gun discharge, undetermined intent, initial encounter",Y233XXA,Y233XXA,,Yes,
"Nondisplaced fracture of body of hamate [unciform] bone, unspecified wrist, sequela",S62146S,S62146S,,Yes,
"Other fracture of left talus, sequela",S92192S,S92192S,,Yes,
"Polyhydramnios, unspecified trimester, fetus 3",O409XX3,O409XX3,,Yes,
"Nondisplaced apophyseal fracture of right femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72134J,S72134N,,No,
"Labor and delivery complicated by cord around neck, without compression, fetus 3",O6981X3,O6981X3,,Yes,
"Age-related osteoporosis with current pathological fracture, left hand, subsequent encounter for fracture with malunion",M80042P,M80042P,,Yes,
"Other superficial injuries of unspecified thumb, subsequent encounter",S60399D,S60399D,,Yes,
"Other fracture of upper end of right ulna, subsequent encounter for open fracture type I or II with malunion",S52091Q,S52091Q,,Yes,
Pneumoconiosis associated with tuberculosis,J65,J65,,Yes,
"Other fracture of shaft of unspecified tibia, subsequent encounter for open fracture type I or II with routine healing",S82299E,S82299E,,Yes,
"Unspecified fracture of right ischium, subsequent encounter for fracture with routine healing",S32601D,S32601D,,Yes,
"Underdosing of loop [high-ceiling] diuretics, initial encounter",T501X6A,T501X6A,,Yes,
"Third degree perineal laceration during delivery, IIIa",O7021,O7021,,Yes,
Unspecified type of carcinoma in situ of unspecified breast,D0590,D0590,,Yes,
"Burn of third degree of neck, sequela",T2037XS,T2037XS,,Yes,
"Primary blast injury of unspecified ear, subsequent encounter",S09319D,S09319D,,Yes,
"Salter-Harris Type III physeal fracture of lower end of unspecified tibia, subsequent encounter for fracture with delayed healing",S89139G,S89139G,,Yes,
"Unspecified open wound of left forearm, subsequent encounter",S51802D,S51802D,,Yes,
Cerebral infarction due to thrombosis of basilar artery,I6302,I6302,,Yes,
"Subluxation of tarsometatarsal joint of unspecified foot, initial encounter",S93323A,S93323A,,Yes,
"Chronic tubotympanic suppurative otitis media, unspecified",H6610,H6610,,Yes,
"Other injury due to other accident on board (nonpowered) inflatable craft, sequela",V9386XS,V9386XS,,Yes,
"Fall due to collision between passenger ship and other watercraft or other object, initial encounter",V9121XA,V9121XA,,Yes,
"Other specified fracture of unspecified acetabulum, initial encounter for open fracture",S32499B,S32499B,,Yes,
"Pedestrian on foot injured in collision with car, pick-up truck or van, unspecified whether traffic or nontraffic accident, initial encounter",V0390XA,V0390XA,,Yes,
"Car driver injured in collision with sport utility vehicle in traffic accident, sequela",V4351XS,V4351XS,,Yes,
Ulcer of anus and rectum,K626,K626,,Yes,
"Nondisplaced transverse fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing",S42325G,S42325G,,Yes,
"Nondisplaced transverse fracture of shaft of unspecified ulna, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S52226R,S52226R,,Yes,
"Fissured, notched and cleft nose",Q302,Q302,,Yes,
"Displaced fracture of medial condyle of left femur, subsequent encounter for closed fracture with nonunion",S72432K,S72432K,,Yes,
"Open bite of vocal cord, initial encounter",S11035A,S11035A,,Yes,
"Other traumatic displaced spondylolisthesis of fourth cervical vertebra, initial encounter for open fracture",S12350B,S12350B,,Yes,
"Displaced fracture of medial condyle of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72433J,S72433J,,Yes,
Failed or difficult intubation for anesthesia during labor and delivery,O747,O747,,Yes,
"Balloon fire injuring occupant, subsequent encounter",V9604XD,V9604XD,,Yes,
"Poisoning by emollients, demulcents and protectants, assault, subsequent encounter",T493X3D,T493X3D,,Yes,
Refractory angina pectoris,I202,I202,,Yes,
"Osteopathy after poliomyelitis, left upper arm",M89622,M89622,,Yes,
"Displaced pilon fracture of left tibia, subsequent encounter for closed fracture with routine healing",S82872D,S82872D,,Yes,
Abnormal level of substances chiefly nonmedicinal as to source in specimens from female genital organs,R873,R873,,Yes,
Tuberculosis of prostate,A1814,A1814,,Yes,
"Displaced segmental fracture of shaft of humerus, left arm, subsequent encounter for fracture with delayed healing",S42362G,S42362G,,Yes,
"Toxic effect of fluorine gas and hydrogen fluoride, assault, subsequent encounter",T595X3D,T595X3D,,Yes,
"Poisoning by anthelminthics, intentional self-harm, sequela",T374X2S,T374X2S,,Yes,
"Other subluxation of left foot, initial encounter",S93332A,S93332A,,Yes,
"LeFort I fracture, subsequent encounter for fracture with routine healing",S02411D,S02411D,,Yes,
"Other fracture of head and neck of left femur, subsequent encounter for open fracture type I or II with malunion",S72092Q,S72092Q,,Yes,
Embryonic cyst of cervix,Q516,Q516,,Yes,
"Other specified inflammatory spondylopathies, lumbar region",M4686,M4686,,Yes,
"Displaced fracture of lateral condyle of right humerus, subsequent encounter for fracture with delayed healing",S42451G,S42451G,,Yes,
"Labor and delivery complicated by vascular lesion of cord, not applicable or unspecified",O695XX0,O695XX0,,Yes,
"Unspecified superficial injury of left little finger, initial encounter",S60947A,S60947A,,Yes,
"Pulsatile tinnitus, bilateral",H93A3,H93A3,,Yes,
"Contusion of unspecified external genital organ, male, sequela",S30201S,S30201S,,Yes,
"Orbital myositis, bilateral",H05123,H05123,,Yes,
"Pathological fracture in other disease, right ankle, subsequent encounter for fracture with delayed healing",M84671G,M84671G,,Yes,
"Nondisplaced supracondylar fracture with intracondylar extension of lower end of right femur, subsequent encounter for open fracture type I or II with routine healing",S72464E,S72464M,,No,
Eczematous dermatitis of left lower eyelid,H01135,H01135,,Yes,
"Abnormal histological findings in specimens from other organs, systems and tissues",R897,R897,,Yes,
"Unspecified occupant of pick-up truck or van injured in collision with railway train or railway vehicle in traffic accident, sequela",V559XXS,V559XXS,,Yes,
"Unspecified physeal fracture of phalanx of right toe, subsequent encounter for fracture with malunion",S99201P,S99201P,,Yes,
"Symblepharon, unspecified eye",H11239,H11239,,Yes,
"Multiple defects of retina without detachment, right eye",H33331,H33331,,Yes,
"Nondisplaced avulsion fracture of left ilium, subsequent encounter for fracture with routine healing",S32315D,S32315D,,Yes,
"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion",S7225XR,S7225XN,,No,
"Terrorism involving biological weapons, terrorist injured, subsequent encounter",Y386X3D,Y386X3D,,Yes,
"Hepatomegaly, not elsewhere classified",R160,R160,,Yes,
"Pedal cyclist (driver) (passenger) injured in unspecified nontraffic accident, initial encounter",V193XXA,V193XXA,,Yes,
"Displaced oblique fracture of shaft of right femur, subsequent encounter for closed fracture with delayed healing",S72331G,S72331G,,Yes,
"Penetrating wound without foreign body of right eyeball, initial encounter",S0561XA,S0561XA,,Yes,
"Electric (assisted) bicycle driver injured in collision with unspecified motor vehicles in traffic accident, sequela",V29401S,V29401S,,Yes,
"Burn of unspecified degree of multiple sites of left wrist and hand, initial encounter",T23092A,T23092A,,Yes,
"Small cell B-cell lymphoma, unspecified site",C8300,C8300,,Yes,
"Obturator dislocation of left hip, subsequent encounter",S73025D,S73025D,,Yes,
"Burn of third degree of multiple sites of unspecified wrist and hand, subsequent encounter",T23399D,T23399D,,Yes,
"Toxic effect of venom of hornets, accidental (unintentional), initial encounter",T63451A,T63451A,,Yes,
"Other injury of muscle and tendon of long flexor muscle of toe at ankle and foot level, left foot, sequela",S96092S,S96092S,,Yes,
"Displaced fracture of lesser tuberosity of unspecified humerus, initial encounter for closed fracture",S42263A,S42263A,,Yes,
"Algoneurodystrophy, right lower leg",M89061,M89061,,Yes,
"Driver of heavy transport vehicle injured in collision with pedestrian or animal in nontraffic accident, sequela",V600XXS,V600XXS,,Yes,
"Unspecified fracture of unspecified thoracic vertebra, initial encounter for open fracture",S22009B,S22019B,,No,
"Shock due to anesthesia, initial encounter",T882XXA,T882XXA,,Yes,
"Drug or chemical induced diabetes mellitus with proliferative diabetic retinopathy with traction retinal detachment involving the macula, unspecified eye",E093529,E093523,,No,
"Nondisplaced fracture of base of unspecified metacarpal bone, subsequent encounter for fracture with routine healing",S62349D,S62349D,,Yes,
"Drowning and submersion due to other accident to canoe or kayak, initial encounter",V9085XA,V9085XA,,Yes,
Acute rheumatic myocarditis,I012,I012,,Yes,
"Other fracture of upper end of left ulna, subsequent encounter for closed fracture with routine healing",S52092D,S52092D,,Yes,
"Fracture of medial orbital wall, unspecified side, initial encounter for open fracture",S02839B,S02839B,,Yes,
"Continuing pregnancy after elective fetal reduction of one fetus or more, third trimester, fetus 3",O3133X3,O3133X3,,Yes,
"Corrosion of first degree of left toe(s) (nail), initial encounter",T25532A,T25532A,,Yes,
"Temporary auditory threshold shift, left ear",H93242,H93242,,Yes,
"Fracture of medial orbital wall, left side, subsequent encounter for fracture with nonunion",S02832K,S02832K,,Yes,
"Toxic effect of unspecified halogen derivatives of aliphatic and aromatic hydrocarbons, assault, initial encounter",T5393XA,T5393XA,,Yes,
Other disorders of peroxisome biogenesis,E71518,E71518,,Yes,
"Other specified arthritis, unspecified hand",M13849,M13849,,Yes,
"Acute suppurative otitis media without spontaneous rupture of ear drum, recurrent, left ear",H66005,H66005,,Yes,
"Traumatic subdural hemorrhage with loss of consciousness status unknown, sequela",S065XAS,S065XAS,,Yes,
"Injury of abducent nerve, left side, initial encounter",S0442XA,S0442XA,,Yes,
"Poisoning by sulfonamides, assault, initial encounter",T370X3A,T370X3A,,Yes,
"Ankylosis, right hand",M24641,M24641,,Yes,
"Displaced longitudinal fracture of right patella, subsequent encounter for closed fracture with delayed healing",S82021G,S82021G,,Yes,
"Laceration without foreign body of left back wall of thorax with penetration into thoracic cavity, sequela",S21412S,S21212S,,No,
"Maternal care for hydrops fetalis, unspecified trimester, fetus 3",O3620X3,O3620X3,,Yes,
"Puncture wound with foreign body of left wrist, subsequent encounter",S61542D,S61542D,,Yes,
"Pathological fracture in other disease, other site, subsequent encounter for fracture with routine healing",M8468XD,M8468XD,,Yes,
"Barton's fracture of unspecified radius, subsequent encounter for open fracture type I or II with malunion",S52569Q,S52569Q,,Yes,
"Nondisplaced fracture of head of left radius, initial encounter for open fracture type IIIA, IIIB, or IIIC",S52125C,S52125C,,Yes,
"Poisoning by immunoglobulin, intentional self-harm, initial encounter",T50Z12A,T50Z12A,,Yes,
"Posterior subluxation of unspecified radial head, initial encounter",S53023A,S53023A,,Yes,
"Nondisplaced simple supracondylar fracture without intercondylar fracture of unspecified humerus, subsequent encounter for fracture with routine healing",S42416D,S42416D,,Yes,
Osteitis deformans of unspecified hand,M88849,M88849,,Yes,
"Unspecified electric (assisted) bicycle rider injured in collision with unspecified motor vehicles in nontraffic accident, initial encounter",V29201A,V29201A,,Yes,
"Abrasion of unspecified upper arm, sequela",S40819S,S40819S,,Yes,
"Nondisplaced transverse fracture of shaft of left tibia, subsequent encounter for closed fracture with nonunion",S82225K,S82225K,,Yes,
"Poisoning by predominantly alpha-adrenoreceptor agonists, accidental (unintentional), subsequent encounter",T444X1D,T444X1D,,Yes,
"Maternal care for hydrops fetalis, unspecified trimester, fetus 4",O3620X4,O3620X4,,Yes,
"Displacement of other urinary stents, sequela",T83123S,T83123S,,Yes,
"Chronic inflammation of postmastoidectomy cavity, bilateral ears",H95113,H95113,,Yes,
"Major laceration of thoracic aorta, subsequent encounter",S2502XD,S2502XD,,Yes,
"Opioid use, unspecified with opioid-induced sexual dysfunction",F11981,F11981,,Yes,
"Algoneurodystrophy, right ankle and foot",M89071,M89071,,Yes,
"Contusion of unspecified lesser toe(s) with damage to nail, initial encounter",S90229A,S90229A,,Yes,
Disseminated intravascular coagulation of newborn,P60,P60,,Yes,
"Partial traumatic transphalangeal amputation of right little finger, subsequent encounter",S68626D,S68626D,,Yes,
"Iliofemoral ligament sprain of left hip, sequela",S73112S,S73112S,,Yes,
"Synovial hypertrophy, not elsewhere classified, left upper arm",M67222,M67222,,Yes,
"Displaced fracture of base of third metacarpal bone, left hand, subsequent encounter for fracture with malunion",S62313P,S62313P,,Yes,
"Incomplete lesion of L4 level of lumbar spinal cord, subsequent encounter",S34124D,S34124D,,Yes,
"Dislocation of carpometacarpal joint of right thumb, initial encounter",S63044A,S63044A,,Yes,
Other ehrlichiosis,A7749,A7749,,Yes,
Other heparin-induced thrombocytopenia syndrome,D75828,D75828,,Yes,
"Open bite of unspecified part of thorax, subsequent encounter",S2195XD,S2195XD,,Yes,
"Displaced fracture of greater trochanter of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing",S72113J,S72113N,,No,
"Unspecified injury of portal vein, subsequent encounter",S35319D,S35319D,,Yes,
Secondary malignant neoplasm of bilateral ovaries,C7963,C7963,,Yes,
"Toxic effect of carbon monoxide from utility gas, undetermined, initial encounter",T5814XA,T5814XA,,Yes,
"Nondisplaced fracture of left tibial tuberosity, subsequent encounter for closed fracture with delayed healing",S82155G,S82155G,,Yes,
"Stress fracture, unspecified ulna and radius, initial encounter for fracture",M84339A,M84339A,,Yes,
"Unspecified open wound of larynx, sequela",S11019S,S11019S,,Yes,
"Abrasion of unspecified part of head, initial encounter",S0091XA,S0091XA,,Yes,
"Ischiocapsular ligament sprain of left hip, subsequent encounter",S73122D,S73122D,,Yes,
"Occupant of animal-drawn vehicle injured in collision with other animal-drawn vehicle, sequela",V80721S,V80721S,,Yes,
"Nondisplaced fracture of olecranon process without intraarticular extension of unspecified ulna, subsequent encounter for closed fracture with malunion",S52026P,S52026P,,Yes,
"Other fracture of upper end of right ulna, subsequent encounter for closed fracture with routine healing",S52091D,S52091D,,Yes,
Aftercare following sterilization reversal,Z3142,Z3142,,Yes,
"Other complications specific to multiple gestation, first trimester, other fetus",O318X19,O318X19,,Yes,
"Migraine without aura, not intractable, without status migrainosus",G43009,G43009,,Yes,
"Open bite of right index finger without damage to nail, sequela",S61250S,S61250S,,Yes,
Psychotic disorder with delusions due to known physiological condition,F062,F062,,Yes,
Hypomyelination - hypogonadotropic hypogonadism - hypodontia,G115,G115,,Yes,
"Nondisplaced fracture of unspecified tibial spine, sequela",S82116S,S82116S,,Yes,
"Other complications of anesthesia, subsequent encounter",T8859XD,T8859XD,,Yes,
"Nondisplaced fracture of right ulna styloid process, subsequent encounter for closed fracture with delayed healing",S52614G,S52614G,,Yes,
"Displaced comminuted fracture of shaft of unspecified fibula, subsequent encounter for closed fracture with routine healing",S82453D,S82453D,,Yes,
"Nondisplaced fracture of proximal phalanx of left lesser toe(s), subsequent encounter for fracture with delayed healing",S92515G,S92515G,,Yes,
"Fracture of unspecified carpal bone, left wrist, subsequent encounter for fracture with nonunion",S62102K,S62102K,,Yes,
"Pre-existing type 2 diabetes mellitus, in the puerperium",O2413,O2413,,Yes,
Sepsis following an obstetrical procedure,O8604,O8604,,Yes,
"Unspecified occupant of pick-up truck or van injured in collision with other motor vehicles in nontraffic accident, subsequent encounter",V5929XD,V5929XD,,Yes,
"Person boarding or alighting a pick-up truck or van injured in noncollision transport accident, sequela",V584XXS,V584XXS,,Yes,
"Exudative cysts of iris or anterior chamber, unspecified eye",H21319,H21319,,Yes,
"Displaced spiral fracture of shaft of unspecified tibia, subsequent encounter for open fracture type I or II with delayed healing",S82243H,S82243H,,Yes,
